comment,language,product,reviewer,reviewer_review_count,time,title,vote
"Would get 0 start If I could give that, saw they had a cash back promotion of you brought certain items, I decided to buy a new pc at that point and get some money back, they campaign vent from 15 januar to 31 januar and you would get cash back from mid February or something I ordered my pc and brought it, but duo to proshop.dk didn't had my m2 ssd I had to wait, then my items arrived 2 February or something even thon I ordered and paid for it mid January, then I wrote to em and told em what happened, and they didn't wanted to refund the money from the promotion cause I didn't respond to the email they send out, but there wasn't any. So 0/5 start really bad customer service",english,asus,Nick Borre,3,2017-04-16T02:27:04.000+00:00,Treating customers wrong,1
"This review is related to the G750 product itself. Not support nor customer services. Just the laptop.  I bought an ASUS G750 in the summer of 2013. That is close to 4 years ago, and I have never had a single problem with it.   I use it both privately and professionally, and at least 8 hours a day. It keeps on performing, while several of my colleagues have changed their laptops (other brands and models) several times since then due to performance issues.  I would buy ASUS any day, given the choice.",english,asus,C. Nørregaard,1,2017-04-16T02:39:40.000+00:00,My G750 laptop has now been running smoothly for close to 4 years,5
"I advised a friend to buy a computer from this company, 4 days after he bought it one of the black feet’s underneath the laptop fall off, my friend didn't even use the computer, And I know he haven't! I thought this to be a fast-solved mistake, I was mistaken, he had to send the Shi T in, and who knows, maybe they will F him over even more?  But I though that Asus would just send the missing part, but Jesus F Christ What a Horrible service and piece of garbage hardware they sell, would rather buy a Mac then an Asus computer with this terrible service, would also rather Eat a terd then waste a sec on this scum company.  “Remember not to buy from them in the future people Rejoice.”",english,asus,Christian,6,2017-04-04T00:42:33.000+00:00,Asus truely the worst Service or Company in the World??,1
You have been warned here - a routine software update ruins the device. Totally.  And Asus know all about it and are doing nothing - apart from making profit from those who send it in for repair.  Google 'NeXUS 7 bricked' - its also happening on their other products. And its also all over the net.  My next email is to BBC Watchdog - they love this sort of thing  Not a good way to treat ones customers,english,asus,Sam Johnson,7,2015-12-08T11:55:09.000+00:00,NEVER BUY ASUS - KNOWN PROBLEM THAT RUINS DEVICE,1
"I've had my Asus laptop for years and have been really happy with it. It was a very expensive model, and I'm really disappointed that at the slightest need of help I am not able to reach a customer service team anywhere. Both the UK and US customer service automated telephone service actually hang up on you after waiting about 5 minutes on the phone. At least if it they put me on hold, I'd be able to multitask and do other things while I wait, but this way I just have to keep calling back every five minutes. I'm about to buy a new laptop as mine is old, and because of this I will not be purchasing an Asus. It's ridiculous that after paying such a premium price on my laptop, I cannot get anyone to help me with a query when the laptop is having problems.",english,asus,Julia,5,2015-12-08T12:21:22.000+00:00,"Great laptop, no customer service",2
"ASUS / ASUStek Product Type : All-in-one PCs Product Model : ET2321IUTH  ASUS All In One ET2321IUTH computer WEB CAM WILL NOT WORK IN SKYPE  I bought an ASUS All In One ET2321IUTH computer from PC World/Currys in August 2015 in the UK and have since found that the webcam does not work in Skype.  I would expect any modern computer to work in Skype wouldn't you? But if you look on the internet, there are several threads where people have complained that their ASUS computer web cams do not work in Skype and no-one seems to do anything about this.  Had I read these numerous threads before buying an ASUS computer, I would never have bought it.  I have been in contact with ASUS UK support about this problem, who were incredibly UNHELPFUL and have just referred me to Skype. I had dozens of email exchanges with them, even writing to their CEO, but all to no avail.  I was even in contact with ASUS USA support and I was disconnected several times. I asked to speak to a manager, but Dwayne, Supervisor, Technical Support, seemed to be unable locate anyone.  They suggested a factory reinstall, which I had already done. He also suggested a number of other ""solutions"", which included using the Skype app in Windows 8.1, which has been discontinued in Windows 10!  Dwayne then told me to call ASUS UK support, as he appeared to run out of options!  Back to ASUS UK:  One of ASUS UK's excuses was:  ""Just to clarify, the issue was caused by an update to the skype application. They have changed the codecs they use, causing a possible incompatibility. We are not able to fix this, as this was initiated by Skype. As of right now, the only way to resolve the issue, is for Skype to update their application or for users with non working webcam to revert to an older version of skype.""  This is a ridiculous excuse, as I have five other HP laptops, a Packard Bell All In One computer and even a very old Dell laptop and ALL of their webcams work in Skype.  How come my brand new £600 All In One ASUS computer does not?   It also proves that this is a KNOWN ISSUE, so why was I not told this at the point of sale?  By the way, I also tried the older versions of Skype, which is on their archive and that did not work either!  The web cam itself is some generic product with no name. It doesn't even have ASUS drivers. It has generic Microsoft drivers dating back to 2006 - and those are the latest! No wonder it doesn't work in the latest version of Skype.  This nonsense has been going on now since I bought the computer in August from Currys/PC World and the webcam STILL doesn't work in Skype. As I write this, it is the end of October 2015.  I have to tell you that I am extremely upset and disappointed about the poor support and lack of concern by ASUS technical support.  After all, I think it is completely reasonable to expect a £600 (UKP) computer bought two months ago to work with one of the most popular and well used apps on the planet!  I also think it is ridiculous that I should be told to go and speak to Skype about this.  Furthermore, when I bought the computer, no-one told me that the webcam would not work in Skype.  As of now, ASUS have washed their hands of the problem and just told me to take the matter up with Currys PC World and Skype. This was one of their parting comments:  ""As mentioned previously, our R&amp;D department is responsible for the driver releases and the development of our own drivers and BIOS updates. I am unable to answer your questions on your previous emails regarding the drivers updates with every OS updated release by Microsoft. As mentioned previously, we can only highlight and pass on your complaint. We do not have any insight of how and when it will be handled, nor can we advise when updated drivers will be released and if they will be released. As the support team, we try to assist customers to the best of our ability with the resources which have been made available. We are unable to provide any details regarding other department within the company.""  I wonder if ASUS realise how inadequate these statements are when you make them to a customer? In a nutshell, it means that in their computers with generic no name webcams, they really have no idea when, if ever, Microsoft or anyone else for that matter will make drivers to make them work.  The takeaway from this is to ask Microsoft if the webcam in the ASUS computer that you plan to buy, will actually work in Skype or not, because it seems to me that ASUS have no idea if it will and if it does not work, when or if it will.  What an awful experience this has been and how much time has been wasted on emails, telephone calls, factory reinstalls, rolling back to Windows 8.1 THREE TIMES and all for nothing!  Needless to say, this will be the last ASUS computer I ever buy.  I should also point out that Skype have been equally disinterested in finding a solution, as I have been having protracted correspondence with them too. Having written that, it's not really up to them to make drivers for ASUS webcams to work is it?",english,asus,John,4,2015-11-20T14:05:08.000+00:00,ASUS All In One ET2321IUTH computer web cam will not work in Skype!,1
Do not buy ASUS. The products are rubbish and customer service is the same. I have been trying to get money owed to me by ASUS for over 4 months. This company is a joke. Please be warned DO NOT BUY ASUS.,english,asus,Oao Denz,1,2015-10-24T09:14:30.000+00:00,DO NOT BUY ASUS,1
"I had a ZenFone 2 phone for about a month before I started using the 2nd SIM slot for my work number and this is where things went downhill. The phone would drop signal on the 2nd SIM at random causing me to miss or get cut off in the middle of calls. I contacted ASUS UK to fix it on warranty to be told this phone 'was not purchased in the UK' and therefore they will do nothing about it. Of course I protested and produced my amazon email receipt as proof I indeed purchased it here to be told '...we cannot accept the document attached as proof of purchase as this is classed as an editable format ...websites such as Amazon .. offer a platform for end users and retailers to trade, however these are not seen as official traders...If not purchased directly from Amazon themselves, we are unable to accept the claim you have raised with us for repair as the first point of purchase is not confirmed to be an official trader of ASUS products'. I have owned so many ASUS products and would have until this point recommended them to anyone, but a company that does not stand behind its products and would ask me to pay to fix a manufacturing fault on a brand new phone is not a company I ever want to be associated with. Amazon as a respectable company have offered my a full refund for my faulty unit, and I shall not replace this with another ZenFone nor will I ever buy anything with their name on it",english,asus,Ahmed,5,2015-10-21T06:14:20.000+00:00,Shameful,1
"I have an issue with my ASUS T100TAF.  It is a great piece of equipment, except for the camera.  I recently, after much encouragement from prompts from my computer, the ASUS website and stickers on the computer, upgraded from Windows 8.1 to Windows 10.  I did not create any recovery file on a USB, much to my annoyance.  I have been in touch with ASUS tech support a few times (not free), always having to wait a day for a response and they have essentially told me that upgrading from their OEM operating system has been done outside of their warranty.  They cannot even offer me (to buy) a recovery file/usb because they don't have one.  You never feel that someone is handling your problem, you always feel fobbed off.  This is 2015 guys, wake up.  You annoy one customer (unnecessarily) you lose a 100 of them.  I would pity somebody who is less familiar with computers having to go through this.",english,asus,Kenneth Forsyth,2,2015-09-27T10:21:40.000+00:00,ASUS Teflon Service,2
"We were sold an ASUS tablet with assurance that it would upgrade to Windows 10 once it came out. It's had small bugs from the start. Now that Windows 10 has come out, the installation keeps crashing and reverting back to Windows 8. We cannot restore to factory settings because the recovery drive is ""unreachable"". Asus refuse to send us our Windows license key or recovery media to reinstall, even though we paid more for the tablet because it had Windows instead of Android. The only option they have given us is to send the tablet in for repair but it will take ""at least 14 days"". We are really disappointed and will be looking to return the product to the retailer.",english,asus,A Hut,2,2015-09-24T14:02:57.000+00:00,Really poor customer service experience,2
"Bought an ASUS tablet at Christmas time just for light use. 6 months of light use later it stopped responding to touch. Sent it back in under their warranty after they made me order a VAT invoice as nothing I printed myself from the online retailer I purchased the item from was good enough. No one ever updated me how it was going I had to constantly chase them. Parts came to fix it but didn't fix it so more had to be ordered. ASUS UK don't know what the repair centre is doing and ASUS customer services telephone staff will tell you to 'send an email' if you aren't happy with their answers and Facebook seems to be run by yet another group of staff who don't communicate with each other. Finally send my item back and it seems fixed but they have damaged the casing quite badly trying to get it apart and just sent it back to me that way. I am now waiting to find out what they propose to do about that. They can take up to 48 hours to 'escalate' the issue, whatever that means, and I should just sit tight with my damaged item they kept for 3 weeks to fix what should have been a simple remove faulty part fit new issue. Would never have another ASUS product if they paid me.  Further to this review, they took the item back on 30/07 to repair what they damaged. They claimed to have a video of the 'unboxing' which would show them cutting the cable ties DPD use to seal the box and the condition of the item as it left the box. I was getting to the point of small claims so I made them aware of this and asked to also review the video as I wouldn't like to find I was mistaken (was pretty sure I wasn't) and have inadvertently wasted the court's time. They were unable to produce the video. They claim to have a firm process of taking one of these videos for every unit but for some reason never took one for mine. That seems pretty darn convenient that they should have some evidence to show the scratches but in my case all they have is a paper check in record that says the scratches were there. How much easier is it to make a paper record say whatever you want it to say at any point in time than it is to produce a video record of the same after the fact? I'll have to let you readers be the judge of that. So they then agreed to put it right under 'goodwill' and I agreed to this purely as I want the item back in the same pristine condition it left me in so that I can sell it for as much as possible. It left me on 30/07/15. It is still to date with them. They (letmerepair in this case) claim to have ordered the required parts in a timely fashion but claim that ASUS can't supply them until minimum 28/08. They then need 2-3 days to replace what appears to me to be cosmetic cases which should just come apart and fasten back on. They will then ship it back. Bare in mind that this is a 7-8 month old item that will now have spent 2 months of that ownership with letmerepair via ASUS. ASUS just pass the buck from one department to the next. The phone people don't know anything and don't really care. The emails you get from the email team are often barely legible and not relevant to the issue/question. The Facebook team passes the buck to the email team and if you complain they will sometimes reference a second line team but you can't speak to them, you must wait for them to contact you. They don't have any sort of president you can write to or if they do the phone people 'don't know that ifnoration'. The whole company seems like a poorly run waste of time and I recently steered my mother away from an ASUS that looked like a good deal off the back of this experience and she bought a HP instead. As an aside I bought a used Microsoft Surface (the original one with windows 8.1 ARM that everyone sneers at) and it's head and shoulders better than the ASUS. I love it to bits. The ASUS will be flogged on for whatever I can get for it, that is if I ever see it again in the state I first sent it off in, which is starting to look doubtful. I'm half hoping they can't fix it or get told they'll never get the parts and they have to refund me. I'd rather have the money than the tablet at this point anyway. It's a horrible product with horrible after sales support.",english,asus,Tina Waterfield,5,2015-08-07T12:36:56.000+00:00,Unable to look after warranty repairs,1
"They make good items, but if you have any issues with the goods, their after sales service is limited and the company will attempt to wriggle out of any liability using whatever excuse they can.... Not good.  Will happily sell goods , but will not honour any after sales obligations  Brand new item bought, but due to a local warranty, I effectively had no guarantee with it.  Not happy and currently taking legal advice on this stance.   My advice--- Stay away",english,asus,Colin boath,1,2015-07-28T15:13:21.000+00:00,More wriggly than a worm,2
"I've owned three ASUS laptops and recommended them to numerous others. After needing to use the ASUS warranty I'm embarrassed to have ever recommended them and will never use them again. Half of the hinge on my new ASUS 550CA  simply dropped out.  There was no accidental damage or misuse.  Unfortunately that happened whilst I was in Australia and ASUS insisted that the unit be posted by me back to the UK for repair.   That wasn't an option as the item was absolutely critical to my work and communication and as it still worked I had no option but to continue to use it.  Inevitably the screen became damaged but still worked. Immediately upon my return the laptop failed entirely, EXCEPT for the screen. I returned it to the retailer John Lewis who were extremely unhelpful but who did advise me that ANY physical damage to a laptop will, without exception, be deemed Accidental Damage by ASUS. Three and a half weeks after the item was returned John Lewis have finally contacted me.  ASUS has advised that the hard drive and keypad module have failed and may be replaced under warranty however they are adamant that the hinge failure was not a manufacturing defect and they are not prepared to repair unless I pay £300 plus.  Repair may take another two weeks or so.  So, 5 or 6 weeks without, for me a critical piece of equipment and important and a huge repair bill.",english,asus,Tim,1,2015-08-19T11:47:31.000+00:00,WILL NEVER BUY ASUS AGAIN,1
I purchased a Zenfone 5 from Value Basket in November last year paid for by credit card in the UK. It developed a sound problem this month. Having already registered the phone with Asus UK I asked for a RMA under warranty. They refused this as they said the phone had been bought outside the UK. Despite providing documentary proof that I had bought and paid for the phone in England Asus refused to help. What happened to International Warranties? Most international companies of repute provide a world wide warranty for their products. Not Asus apparently,english,asus,tony Chamberlain,4,2015-05-21T20:28:38.000+00:00,Asus warranty - Not applicable to some UK purchases,1
"I was really happy with my product till it go for a second time for support.  It's now 1 month I'v send my ROG G75VW gamer laptop, to support and I still wait!  I had to send a mail after 2 weeks to have more news about how was my computer, because I was without any news at all. My product was on ""wait for spare parts"" on the asus website - NO MORE DETAILS!  After sending a message, I receive an answer 3 days later (when they say they will answer in 48h...) My computer still wait for a wire who connect the screen to the graphic card.  I'm not unplease with asus, I just expect a bit more customer service.   I'm so unhappy to have to send a mail to have some news! I expect ASUS to contact me and tell me whats happen.   I think the customer deserve to be follow and dont have to contact the support to know more!  THE SUPPORT HAVE TO CONTACT THE CUSTOMER FIRST AND LET HIM KNOW.  Actually i'm feeling a bit scared of what can happen if they cant send me back my comuter in time and make a commercial offer, because my experience with customer service let me thinks that it can be complicated and very long... Will see",english,asus,Emmanuel S'lva,3,2015-05-18T12:44:26.000+00:00,CAN IMPROVE CUSTOMER SERVICE EXPERIENCE,3
"I've always had Asus products (mainly around their EEE PC and netbook family) and have found them to be pretty good, even advising others to buy them.  Never used their customer support until recently though when I bought a new Transformer T100 notebook and it broke within a month.  Retailer wouldn't replace and advised me to contact Asus.  Asus gave me an RMA and came to pick up the notebook.  However, one week passed with no communication.  Spoke with Asus UK who didn't really have a clue about the repair status - they told me the product was ""being repaired and tested"".  Then contacted the repair centre who said that no, actually the product was awaiting parts.  Back to Asus UK, who admitted that actually it was awaiting parts.  I've aske that given the laptop broke after only one month, couldn't I just get a new one, but have been told ""no"".  Have asked when I'm likely to get the laptop back, and neither the repair centre, or Asus UK have given me any confident date, other than their standard T&amp;Cs are to return within 30 days.   The whole experience has made Asus look pretty incompetent and made me question whether it's time to use a competitor......",english,asus,Ian King,2,2015-03-21T11:14:54.000+00:00,Generally O.K products.  Poor service communication,3
Sent my tablet in for repair under warranty.  The thing wouldn't switch on.    So I sent it in for an RMA  in the UK and within a week my tablet was returned with a shiny new battery and chip set.  They had even replaced the screen which had developed a red spot.  Very pleased with the speedy service.,english,asus,Richard Kneller,3,2015-03-21T11:16:29.000+00:00,Sent my tablet for repair,5
"I won an Asus Ultra Zen note book, at a promotion in Covent Garden in London in August 2012. You would think great, but after three months I had to send the machine back under warranty. The solution was replacing the hard drive, no attempt to retrieve the data was made, so everything on board was lost. _ _ _ _ _ it Now 18 months later I switch it off and I cannot switch it on again. Even though Asus advertise this model has 24 months warranty this is not true for European users in Europe the warranty is only 12 months.  Manufacturer Warranty 2-year limited International hardware warranty. *different by country  Notice the asterix, this must mean the machine is better in America than it is in Europe.  Might look nice, but do not touch Asus, with a barge pole. I am not the only person who have these problems. If they build a decent machine we would not have to send it to warranty.",english,asus,Rob DBike,1,2015-03-08T08:17:09.000+00:00,nothing but trouble,1
"After having my ASUS Nexus missing for 3 weeks, having phoned the store (currys) i then rang ASUS who said they would need a further 3 days to trace this item. Waited 3 days, rang them back.  The guy claimed it was with 2nd line technical support and they couldn't be contacted and i had to wait for them to contact me, give it another 2 days.  When i pointed out they had 3 days to find it and that i wasn't willing to wait another 2 days, phone goes dead.  Rings back, guy seems a bit more helpful, but ended up with pretty much the same conclusion and it will take an indefinite amount of time to find it, again i pointed out this was not good enough, phone goes dead. 3rd guy gets it both barrels but i do get a number for their repair center. Good customer service seems few and far between now adays, such a shame.",english,asus,Sarah Dayski,3,2014-11-18T12:11:01.000+00:00,got to be in the top 10 of awful companies,1
"As an ex it manager for a major company, we never got disappointed by the Asus quality and reliability. I would definitely recommend this brand.",english,asus,Caren Wenger,2,2017-03-06T13:00:45.000+00:00,Asus hardware,5
"This is so typical .. I do not want to make a claim! Just report how incompetent, and how screwed up your repairer is!   ------- Thank you for your email.  Kindly be advised that any damage after repair needs to be reported within 48 hours the unit was received back, as in the Terms and Conditions. The unit was delivered back dd/mm/yyyy, this means that you are outside the 48 hours.   Asus/ LMR cannot accept your claim that the unit was send back damaged.   My apologies for the inconveniences caused to you. -------",english,asus,Charmian Quinlan,2,2017-03-02T15:32:02.000+00:00,Completely an utterly not worth the trouble,1
The Nexus 7 2013 had a fundamental design issue with makes the touch screen up responsive. Rather than address the issue they just kept selling the same defective product.,english,asus,Jack Peters,7,2017-02-20T15:44:23.000+00:00,Sells flawed products,1
"I bought a laptop and after two months it started to have problems. It had a warranty and I took it back to the shop, it had a problem with the motherboard which apparently was defective from the start and instead of giving me a new laptop they changed it. I have had problems before with other electronics and when there was a defective part I have always been given a new item.",english,asus,Sibila,2,2017-02-02T12:04:41.000+00:00,Customer support is bad,2
"I bought a high end pc monitor through amazon which turned out to be faulty. I requested a replacement within the 28 day guarantee diect from Asus which I got however realised after a day of use that is was second hand. Again has to call them for a replacement to a new one like i paid for, they refused to do so,  The customer service agent was extremely rude and condescending. She consistantly tried to talk over me and refused to get me a manager to speak to.  Im am just so glad I contacted amazon who took away the second hand replacement and gave me a brand new one like owed. So thanks so much to them.",english,asus,Miss Nicolle Smith,3,2017-01-20T16:34:25.000+00:00,If i could give 0 star i would,1
"This product is not worth it!! Please do not buy their products especially Laptops, so many issues with connections, screen going dark, and no matter how many times you take it is to BestBuy or GEEKSQUAD they lied about this product and the issues so many customers have had!! VERY DISAPPOINTED!!",english,asus,S. Kelley,1,2017-01-20T16:34:53.000+00:00,ASUS laptop,1
"No support! When you try to point out how awful their customer service is, that won't accept it. They just don't get it. It is all about them, not you, you have no choice! It's our way (ASUS) or throw it away!!  My advise, DO NOT DEAL with ASUS! No service! No support! Rude! Everything is at your cost! Red tape! Anything to get out of a warranty issue.   (-1) Star if I could.  Sort out your support model. Partner with LOCAL repairers. Stop arguing with your customers, who probably know more about the problems they're experiencing than your support staff.  Basically you get what you pay for. Cheap but not cheerful! ASUS have it the wrong way round, they behave as if it is ASUS who are in control!  My advise, buy a MAC!",english,asus,Greg Quinlan,1,2016-12-28T16:06:51.000+00:00,Sorry but the computer says NO.,1
"On 6/16/16 I purchased an Asus X99-DELUXE II motherboard for a new pc build. Everything worked great for about 2 months. The motherboard and processor both inexplicably failed and after troubleshooting, RMA of both products was the route I took. Intel's process was quite simple. Either you ship out the processor, and wait 8-12 bus days for the replacement or place a deposit down and they'll next day it. In my case it was out of stock, so they had me purchase one on Newegg and sent me a refund for what I paid. ASUS however, is the polar opposite. Or so they led me to believe. The initial rep was fairly rude, and immediately resorted to other equipment being the issue, although I had already tried spare equipment and it still didn't work. After finally convincing him to RMA the board, the options were ship it to them wait up to 12 bus days as well, or next day it the same as Intel. But how it was explained to me, I had to put a deposit down, and if my board wasn't actually defective upon testing i would get charged the amount and not refunded. So $419 originally, then $419 Deposit, and if it's not defective, we come to a grand total of $838 dollars for possession of 1 board. I asked to speak to a supervisor. Ask him what he can do to rectify the problem. His response was he'd put in a request to re-check inventory to try to get it to me faster. Ultimately likely adding 2 bus days to an already long 12. Declined my request to purchase the board on Newegg which had them in Stock, a refund me like Intel did.  While on Hold, the add for their warranty process claimed they provide the ""piece of mind a customer deserves"". That's laughable at best, considering when I asked the supervisor what he thought pieces of mind was, he said ""well piece of mind can be explained in several different ways."" Seems straightforward to me. I declined to RMA the board, and spent extra money on an MSI board which works swimmingly. And I've got a $419 Asus paper weight for my troubles. Don't even get me started on the $1500 ROG laptop sitting on my desk with a non functional charger that asus won't replace either.  In summation, my experience with Asus is horrible, and I won't be purchasing anything from them any time soon, if ever.",english,asus,Matthew T. Brown,1,2016-12-23T09:29:01.000+00:00,If there were an option for zero stars that would be the best option.,1
"When I bought this I knew it was a ""lightweight"" option, although a bit surprised at the lack of a CD tray. (Proved not to be a problem as I have a standalone unit). But the basic error with this machine it doesn't have a Caps Lock light; and as most password boxes are hashed out I needed to open an blank document merely to check whether it is on or off!! Basic requirement even on a stripped down basic machine A simple lack of forethought",english,asus,R Levett,6,2016-12-23T10:00:04.000+00:00,ASUS E403. Basic deficiency!,3
"Has anyone else had unsympathetic treatment from asus customer service. As I had bought a laptop, sometime ago to use as a stand by, and when I needed to use it, the keyboard does not work, having tried all troubleshooting processes, it was still dead. I contacted asus, and told them the circumstances, and could not find original receipt, however it was registered with asus. They point blank refuse to fix the laptop, although I sent them screenshots of my over 20registered  asus computers. They have not acknowledged any goodwill for the loyalty I have given to the brand. I have shown them evidence of where the laptop was purchased, so I assume they have copy of transactions  on their systems. It has made me angry that a company as large as asus, should effectively ignore a legitimate request to fix a product of theirs that is faulty from a sealed new DOA. I'm hoping that by making this complaint publicly, will give me a better outcome, as I have exhausted anymore communication with asus customer support.  Below I included some of the responses from asus Cs:    ASUS CASEID=RTM20160705200607-462",english,asus,Peter F Errington,9,2016-09-22T23:20:01.000+00:00,Laptop DOA and asus refuse to fix it.,1
"My older phone died whilst travelling abroad, so I purchased an ""Asus Zenfone 2"" (ZE551ML) in Singapore to replace it, I knew that it came with a local warranty only, but believed (naively) that it would last at least 1yr.  I genuinely couldn't fault the phone considering the specs for the money... First phone with 4GB of RAM, Powerful Intel Processor, Lot's of storage with expandable memory, and decent everything else; Granted there's better ""Flagship"" phones, but considering it's around a third of the cost of a top Samsung etc, it was good value for money. I happily raved to everyone I knew about how good a phone it was for the money, until...  One day, randomly whilst charging, it literally just turned off, and never turned back on? It wasn't over charged, around 90%, and was using the official Asus provided Charging plug and cable. I contacted customer support who asked me to follow their instructions to perform a restart/cold boot, which I did to no avail, so they told me to fill in a claim form to get it replaced.  I did so, only to eventually get a response stating that as it was purchased in Singapore it only had a local warranty and that they would not therefore be helping. I knew this from the start that it was a local warranty, but assumed (wrongly) that since the device was clearly a faulty unit (which after further research seems to be a fairly common fault), and happened less than 10 months from new, they would at least attempt to repair it for me seeing as other companies have done so in the past.  Didn't even get an option to pay for the service or what they recommend to do to solve it, I just got a standardised email stating the above.  I therefore do NOT recommend purchasing a product from Asus, not even based on the (Very) localised warranties, but the shoddy product quality and the after sales service. If you live in the UK, there's still much better phones to get for just a bit more money.",english,asus,David Morgan Freeman,8,2016-09-21T16:17:08.000+00:00,"Phone didn't even last one year, and they won't honor the Warranty...",2
"Bought this Motherboard as it had a 3 year warranty. After 18 months it completely died. Tried another motherboard I had and all works fine, so definitely faulty. Contacted Shop I bought it, they said warranty is with Asus. Contacted Asus, they say it's down to the shop where purchased. After many emails between shop and Asus later, neither would honour the guarantee to this day. Had to buy a new motherboard, not an Asus this time, thank god! So beware ASUS DO NOT HONOUR THEIR WARRANTIES!!",english,asus,Brian,1,2016-08-17T19:37:55.000+00:00,WARNING ASUS DO NOT HONOUR THEIR WARRANTIES!,1
"Bought a Republic of Gamers g751 laptop for using it at work for rendering and simulation purposes. The laptop came and the battery did not want to charge. Returned the laptop for repairs and they changed the battery with a new one after 12 days. 1 year later, 2 weeks after battery warranty expired the battery dies again. Send it for repairs and this time both mother board and battery are dead, changed for new ones. This on a laptop that is 1300 dollars. And of course the battery is not user serviceable, meaning that if something like this happens again I will have to send it again for repairs. Oh and warranty of the battery was 1 year, after changing with a new one it became 3 months...  I will never buy an asus laptop again.",english,asus,Jack Nikolov,2,2016-08-08T17:52:43.000+00:00,Horrible battery and charger on the laptop,1
"I e-mailed two weeks ago, complaining that they manually approve each user account on their forums in 1-2 business days before they let new users use the forums - and I went there to get help. This was also just the start of a weekend, so I would have to wait 3-4 days.  So, as just that wasn't the worst, waiting that long for an answer, and the registration in the first place (they must be alone on the internet with this registration BS) - They answered that they could not find any issue with my game registration promotion - WHAT? WHAT. THE. ACTUAL. F....??? These people are smoking crack.",english,asus,Adrian S,9,2016-08-04T09:06:42.000+00:00,Worst customer service,1
"Have been unable to redeem this offer on a qualifying and expensive purchase.  Not happy, particularly when ignored by customer service and support.  Phone number has automated selection process at the end of which voice says Goodbye.  Disgrace that there is NO CUSTOMER SERVICE with this company.  False advertising, reported to trading standards.",english,asus,David Morgan,6,2016-06-27T11:20:15.000+00:00,far cry primal free game offer,1
"I have never bought Asus before and never will again, wish I had seen peoples reviews before purchasing.  The screen developed a bleed (Asus X555LA) and after having no joy from John Lewis I decided to contact Asus.  Firstly they have no repair centre, you cannot take your laptop into a shop to be looked at. I phoned their contact centre to be told the only way to return a laptop is to book a courier. I told them I needed my laptop for my business and needed a replacement, they said there was nothing I could do, the only way to get the laptop examined was to book a courier.   After my experience with John Lewis I told them I needed someone to inspect it with my present to see if the damage was covered by warranty as I believed it was. They said that was not possible. Any repair could take up to 6 weeks too. Anyone who knows laptops knows replacing a screen is a 30min job tops.  I then complained, there complaints department then proceeded to tell me that only a courier could be booked and if it was found to be a user issue the cost would be £45 each was for the courier plus VAT and a new screen would be 300 Euros!  I then told them this was unacceptable so asked them for the product number of the screen and I would do it myself. They would not tell me the product number for the screen and then proceeded to tell my this screen was only available in the USA or Germany. Really....this screen must be really special.....but it's not, it's rubbish and cheap, like the laptop.  They actually sent me a link to the wrong screen. I decided to take matters into my own hands. I removed the keyboard and screen. The laptop is cheaply made, plastic for the most part with cheap parts. I found the product number which they could have easily told me instead of telling me a flat out lie. They are the worst company I have ever dealt with, almost £400 to replace a screen in a laptop, disgraceful. They have no concept of customer service and the parts used are poor as the screen to buy including delivery is £50.00 and funnily enough is held by companies in the UK, who'll give you a 2 year guarantee on the screen. It'll take me 15 min to replace it and save me £350.  Do yourself a favour and never buy Asus, if you want a cheaper brand then go for something like Lenovo, they are much better build quality.",english,asus,Mr Ghulam,8,2016-03-31T20:01:10.000+00:00,"Avoid Asus, poorly constructed laptops with cheap parts",1
"Great Laptop quality and very fast performance, however slight problem with charging, which is only reason for 3 star rating . Have purchased many other products before which have been great with no problems so would still recommend Asus to anyone as they are a great company.",english,asus,John,2,2016-03-11T13:50:12.000+00:00,Asus laptop purchase,3
Asus MX299Q So first of all i will review the product quickly and say when it was working it was decent. They brag about how small the bezel is but yet the screen has a permanent black border around 1cm thick.   Ok so now down to my problems with the company/service. My Asus monitor was a month or 2 old when the issue occurred. I had Screen tear permanently down the right side of my screen to which i contacted Asus.  After playing ping pong with emails back and forth i finally got a pick up and replacement arranged. Can you imagine spending £350 on a monitor and it breaking after a month of use and then have to buy another one to use whilst waiting on the company to pull their finger out.  So after a solid month of fuss emailing back and forth they bring a replacement to my work as stated. I hand over my old monitor (which was in pristine condition) I receive the replacement in which i observe. To my disbelief i have been sent a model which has obviously been repaired and the outer shell/stand is completely scratched. All in all from the moment this monitor broke up until now i have had nothing but a sour taste in my mouth about this company.  They ignore emails and take a hell of a long time to reply.  tl;dr - Terrible Customer service - Terrible response time - Sent me a scratched up model  - 2/10 would not shop again,english,asus,Jake,1,2016-01-31T17:03:36.000+00:00,Just hope you do not have an issue - Asus MX299Q,1
"Bought a notebook (Asus X555LA), the smart gesture feature (enables scrolling and other navigation features using finger gesture on touch pad) malfunctioned within 3 months. Contacted customer service and they suggested upgrading device drivers but no use. Contacted them again as it is within warranty period and they said it is due to upgrade to windows 10 (which was done a while ago and the feature did work after that ) said will charge for software repair. By the way, the quality of the notebook is poor with case made of cheap quality plastic which makes a sound when opening and closing the lid. Don't buy this brand...",english,asus,s balakrishnan,1,2016-01-24T23:34:40.000+00:00,Poor product and worse customer service,2
